Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_30,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,Price_Change,Price_Change_5d,Price_Change_10d,Volatility_10d,Volatility_30d,Volume_SMA,Volume_Ratio,High_Low_Pct,Close_Position,Future_Return,Price_Direction,Future_Price,Future_Volatility,Symbol,Company,Fund_market_cap,Fund_pe_ratio,Fund_forward_pe,Fund_peg_ratio,Fund_price_to_book,Fund_price_to_sales,Fund_enterprise_value,Fund_ebitda,Fund_revenue,Fund_gross_profit,Fund_net_income,Fund_total_debt,Fund_total_cash,Fund_book_value,Fund_shares_outstanding,Fund_float_shares,Fund_beta,Fund_dividend_yield,Fund_sector,Fund_industry
169.55917827580257,172.6093042881744,169.2719827950215,172.06463623046875,52164500,0.0,0.0,172.0547348022461,,171.45096989995082,171.93307296991378,-0.48210306996296026,-0.40151223544344183,,,,,,0.014835511271032331,-0.013232646513551383,-0.02371183726977988,0.012472459719078469,,56814100.0,0.9181611606977845,1.9395743171088256,0.836794849155788,0.03015830899643035,1,177.25381469726562,0.008296539781638182,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
170.589096012129,171.94581747397606,169.1630765091389,170.7277374267578,49594600,0.0,0.0,171.39420471191406,,171.32238154048775,171.7849785066742,-0.4625969661864531,-0.4146306738123488,,,,,,-0.0077697476541330746,0.002558722438022798,-0.03724799938872958,0.012192228835665937,,56590870.0,0.8763710471318077,1.6299290360073775,0.5622732900367065,0.03474479375068662,1,176.65963745117188,0.006507540504563151,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
169.43041623876405,172.52016238398562,169.3115850792172,171.97549438476562,53020300,0.0,0.0,171.21297607421874,,171.4357867416737,171.8072974074286,-0.3715106657548972,-0.4055049819871957,,,,,,0.0073084606919429085,0.018952065454004963,-0.010428157658782466,0.011156707625984039,,56049280.0,0.9459586278360756,1.8657177385923283,0.8302462594837475,0.03535654667822952,1,178.0559539794922,0.006522975815786891,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
172.1042477774046,173.74814957044222,171.00501406167223,173.21339416503906,48527900,0.0,0.0,171.31002655029297,,171.7384565300531,171.96521880693746,-0.22676227688435802,-0.36811187471693513,42.78987327801288,,,,,0.007198117293989892,0.024723339368208475,0.005634512774946421,0.011050674090618752,,54587160.0,0.8889984384606197,1.5836740120433845,0.8050568760844988,0.03315975306986707,1,178.9571075439453,0.006575756102969133,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
172.1141468247828,176.26350633418187,171.50015053588783,175.7683563232422,57266700,0.0,0.0,171.57740783691406,,172.41353373488917,172.3766251267143,0.036908608174883284,-0.2841537647578976,48.99160316710151,,,,,0.014750372917285759,0.03668001550094302,0.015447123940534047,0.011881168519922072,,54641290.0,1.0480480969611077,2.7100189692472965,0.8960501730487956,0.007662541219386254,1,177.1151885986328,0.008133322229310565,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
175.09495269037185,177.3132302836497,174.09475506108697,177.25381469726562,42390800,0.0,0.0,171.86558532714844,,173.21342832738284,172.88681922094992,0.32660910643292596,-0.1584633189902118,49.834711796203976,,,,,0.008451227542298101,0.03015830899643035,0.01652658824048281,0.011943739689523829,,54263100.0,0.7812085929480623,1.815743840582273,0.981539212740388,-0.0015084570179707546,0,176.98643493652344,0.007165768696040916,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
176.37245706568626,177.97673842144718,176.2239029815132,176.65963745117188,43698000,0.0,0.0,172.50234832763672,,173.77651575482653,173.26979321884548,0.506722535981055,-0.022361405358374695,56.83312663194857,,,,,-0.003352126706601788,0.03474479375068662,0.03739241847208352,0.008426693972285659,,52174010.0,0.8375434435651007,0.9922104818190102,0.24858834989957365,-0.006951202005672008,0,175.431640625,0.008098919268051567,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
176.4714678376734,178.10547200469523,175.87729686757618,178.0559539794922,47551100,0.0,0.0,173.43026123046874,,174.46913469824236,173.7426574637515,0.7264772344908579,0.13015379215828937,63.92974958517709,,,,,0.007903992946358462,0.03535654667822952,0.054978691719107964,0.007222683919431833,,50236940.0,0.946536552584612,1.2513904125754116,0.9777764214409702,-0.022024539220118156,0,174.1343536376953,0.006440433668243595,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
178.3233161912466,180.57128615943142,177.30329335832522,178.9571075439453,56743100,0.0,0.0,174.42254180908202,,175.18973834257395,174.24540590401077,0.9443324385631797,0.29537054579158184,64.0151164190429,,,,,0.005061069536359986,0.03315975306986707,0.05870291226658786,0.007097966011793254,,50281810.0,1.1285015396223803,1.826131884872862,0.5060642070754509,-0.02905202388137995,0,173.75804138183594,0.004200810638289912,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
179.6602521369707,180.16529977566205,176.41206884050376,177.1151885986328,51427100,0.0,0.0,175.17913208007812,,175.49683216454542,174.51604822464938,0.9807839398960425,0.434052114238019,56.385483968359395,173.82588653564454,180.24645197286807,167.405321098421,12.84113087444706,-0.010292516293940346,0.007662541219386254,0.044623618851033164,0.008727437667620528,,50238410.0,1.0236609797165157,2.119090386801111,0.18733719567921972,-0.0333799385755027,0,171.20309448242188,0.005593719011885635,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
175.03554253225204,177.3429435766639,174.79786506856496,176.98643493652344,52517000,0.0,0.0,175.6713119506836,,175.73307802332144,174.74440402521583,0.988673998105611,0.5460091120545283,69.09606575586689,173.86302337646484,180.35071306292886,167.37533369000082,12.975379372928046,-0.0007269487339177649,-0.0015084570179707546,0.0286043594656038,0.008020625532715082,,50273660.0,1.0446225717403508,1.4380076693514683,0.8599223407034426,-0.03200539219688481,0,171.32191467285156,0.0059979936162189,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
174.93649062028842,176.6893258679855,173.10444466932296,175.431640625,57549400,0.0,0.0,176.1417022705078,,175.68549712034005,174.8067847894096,0.8787123309304548,0.6130443888678276,68.94026908010736,173.76795349121093,180.09528515803964,167.44062182438222,12.654663333657425,-0.00878482191067953,-0.006951202005672008,0.027552073665008114,0.008174944002471006,,51069140.0,1.1268918959669185,2.043463303364717,0.6491696172652185,-0.02094252040168776,0,171.75765991210938,0.0069664303871929565,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
173.87688106979198,175.8574811296678,173.41143884685883,174.1343536376953,54764400,0.0,0.0,176.3575881958008,,175.44162982367288,174.7467502799162,0.6948795437566844,0.6295086074380272,63.70413497611677,173.78528213500977,180.11474039591417,167.45582387410536,12.658916521808806,-0.007394829021052929,-0.022024539220118156,0.0125532958091088,0.008576687961001535,,51243550.0,1.0687081593683498,1.404686801719907,0.29554468290151803,-0.02695619874012334,0,169.4403533935547,0.008105007124081664,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
174.33240207355175,176.11494506219307,173.4906561558451,173.75804138183594,59302900,0.0,0.0,176.41205291748048,,175.17782925820578,174.6598006912505,0.5180285669552802,0.6071068098433607,61.394083049470964,173.8610397338867,180.14890074347701,167.5731787242964,12.575722019180603,-0.0021610454686175062,-0.02905202388137995,0.0031443712504006793,0.008367389187513537,,52321050.0,1.133442467228773,1.5103122051088596,0.10188863937352693,-0.04884307726947845,0,165.2711639404297,0.01139415429452015,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
173.60951658974062,173.7184502104905,170.96541700693638,171.20309448242188,64244000,0.0,0.0,175.95552673339844,,174.55679599694486,174.35996734200566,0.1968286549391962,0.524740005875039,47.67259530644313,173.76646728515624,180.15889634026465,167.37403823004783,12.784858110216817,-0.014704049833293875,-0.0333799385755027,-0.025973172511351783,0.007904621839753972,,53018780.0,1.2117215824279624,1.6080510763412492,0.08633294911905201,-0.026955251023042304,0,166.58827209472656,0.013353893977214175,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
169.25219112217718,172.32211231863303,168.2816861592976,171.32191467285156,55980100,0.0,0.0,175.36233673095703,,174.05257095514912,174.0997437094427,-0.047172754293569596,0.41001070580852544,51.71821305841925,173.61396102905275,180.09054094300424,167.13738111510125,12.953159827902994,0.0006940306236222771,-0.03200539219688481,-0.03346557045638332,0.007032076828039473,,54377710.0,1.0294677727326143,2.358382561303285,0.7524524378522529,-0.015664844069868678,0,168.63818359375,0.015509451237356002,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
171.37144345921354,171.98542471489895,169.78695717971306,171.75765991210938,43816600,0.0,0.0,174.87213897705078,,173.69558320906162,173.90142972386428,-0.20584651480265848,0.28654072960192195,49.339036129851905,173.68724365234374,180.03749414780495,167.33699315688253,12.700500990922421,0.002543429660413876,-0.02094252040168776,-0.02774814671753978,0.007277140854203633,,54389570.0,0.8056066631892843,1.2799822356166721,0.8963983778953916,-0.015394476520280587,0,169.11354064941406,0.015534773197819639,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
170.2127862637829,171.38133313025827,168.99470625930118,169.4403533935547,57157000,0.0,0.0,174.01057891845704,,173.0347856588521,173.52765387610663,-0.49286821725453933,0.13035683664534473,39.255465038872735,173.72042007446288,179.9687687065995,167.47207144232627,12.496697264273223,-0.013491721532189471,-0.02695619874012334,-0.0483870401038643,0.006921485472576683,,55350160.0,1.032643808075713,1.4085351117119849,0.1867267731192482,0.0167738264764834,1,172.2825164794922,0.01673397541644913,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
168.71740365821697,169.71761631425704,164.06299674951495,165.2711639404297,70625300,0.0,0.0,172.64198455810546,,171.83090656908857,172.84252930891103,-1.0116227398224567,-0.09839305195581728,22.623894918135605,173.53226318359376,180.55359911908963,166.5109272480979,14.04267187099174,-0.02460564658668607,-0.04884307726947845,-0.07647611090358541,0.00837133725328973,,56738380.0,1.2447535512998433,3.421419338935763,0.21366020774376193,0.06399441392102867,1,175.84759521484375,0.007421938786361413,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
165.29098147440297,167.32109955610002,165.21175565878588,166.58827209472656,58499100,0.0,0.0,171.58929290771485,173.08035532633463,171.01893964781402,172.32813151624453,-1.3091918684305028,-0.3408529660863782,21.938439179884938,173.38421249389648,180.86875834014268,165.8996666476503,14.969091692492384,0.007969376646803417,-0.026955251023042304,-0.059435424975108564,0.009679300643070453,,57445580.0,1.018339444044259,1.2662019185328472,0.6525803770989744,0.0501130796171918,1,174.9365234375,0.0109313759312071,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
167.38051344932887,169.5096524459554,167.23195938000526,168.63818359375,51131000,0.0,0.0,170.7544677734375,172.82683817545572,170.65059368697592,172.0271025439415,-1.376508856965586,-0.5481894804003599,30.396811546212135,173.21288986206054,180.9762858351221,165.44949388899897,15.526791946123126,0.012305256986264945,-0.015664844069868678,-0.04716887678859427,0.011231005332630918,0.010854564865981546,57306980.0,0.8922298819445729,1.3506389937388692,0.6173896890528285,0.0524987079112027,1,177.49147033691406,0.011106179257554733,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
167.70731641765212,169.24226937820893,166.27136928302133,169.11354064941406,44846000,0.0,0.0,170.1226577758789,172.5528549194336,170.4129909886029,171.791182768883,-1.3781917802801047,-0.7143215637733117,27.116039116520184,173.13218002319337,181.03664119784978,165.22771884853697,15.808922349312809,0.002818798480474616,-0.015394476520280587,-0.03601459778336913,0.011367906044642233,0.010790635110806437,56036640.0,0.8002978051503445,1.7567487995219238,0.9566701253255236,0.06470697305113005,1,180.05636596679688,0.010329279229103316,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
169.34132385628374,172.53998907588377,168.46985489806465,172.2825164794922,56934900,0.0,0.0,169.9374740600586,172.50267944335937,170.7017754986572,171.8306949307536,-1.1289194320963816,-0.7972937272943705,34.695816825343954,173.14753112792968,181.04372206888152,165.25134018697784,15.79238188190368,0.018738746867394074,0.0167738264764834,-0.010634530863772418,0.01324774228775568,0.01082177536315654,56253690.0,1.012109605609872,2.362476623275703,0.9367410052978793,0.05127305136870519,1,181.115966796875,0.010033914999581858,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
173.8174769968696,176.05554977286621,173.75806140886317,175.84759521484375,77334800,0.0,0.0,170.14642944335938,172.62283630371093,171.49615215847294,172.15169030534403,-0.6555381468710948,-0.7689282281929307,47.306384096340224,173.27924118041992,181.26740026497953,165.2910820958603,15.976318169119224,0.02069321256853085,0.06399441392102867,0.012025652547590582,0.01489239153447844,0.011341137348854098,58056880.0,1.3320522907879306,1.3065224811269454,0.9094861322125987,0.027256899913123078,1,180.64065551757812,0.009263218344348808,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
172.54991145126579,175.10488776817172,171.6685448819704,174.9365234375,79829200,0.0,0.0,170.5197723388672,172.68423563639323,172.02697351668752,172.37293824422895,-0.3459647275414284,-0.6843011992613437,45.78414051295892,173.2376495361328,181.1797697541658,165.29552931809982,15.884240436065966,-0.005181030631841388,0.0501130796171918,0.02180701795353035,0.014035386790524832,0.011362743843961125,59615400.0,1.3390701060464243,1.9643370170375127,0.9510047931049632,0.05658389622351856,1,184.83511352539062,0.009822937085362608,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
174.66912431484397,177.6895273209714,174.50077512285628,177.49147033691406,63841300,0.0,0.0,171.13672790527343,172.78821665445963,172.869725375414,172.77741921941617,0.092306155997818,-0.5289293071478035,54.06887056161163,173.24953231811523,181.21762175685086,165.2814428793796,15.936178877471264,0.014604994138498917,0.0524987079112027,0.03601147976803554,0.01454435875606938,0.011589739886905003,60401520.0,1.0569485668572578,1.796566444608423,0.9378888757256197,0.032435812646077755,1,183.24855041503906,0.012785880700076545,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
177.44195927584823,180.67034717470034,177.23400472320088,180.05636596679688,70530000,0.0,0.0,171.9665985107422,173.1136952718099,173.9776539803826,173.34978977838765,0.627864201994953,-0.29751052556862234,61.140117972932245,173.41936874389648,181.82621949995328,165.0125179878397,16.813701512113596,0.014450810650304069,0.06470697305113005,0.048316366553515344,0.014927040519711818,0.010921740469569735,63072860.0,1.1182305669982302,1.9084815096918772,0.8213271184204729,0.032267914015505106,1,185.8664093017578,0.012760322692424103,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
180.5812114444328,181.67053238037917,179.8285737718667,181.115966796875,49340300,0.0,0.0,173.13415985107423,173.525,175.077781337278,173.9577012068867,1.120080130391301,-0.013933497732206193,63.49436532611707,173.57236938476564,182.4336206720091,164.71111809752216,17.722502574486953,0.005884828477952908,0.05127305136870519,0.06890692311176716,0.01347103939221835,0.010749059289430814,62291190.0,0.7920911448312353,1.0170050940777973,0.6989261425629821,0.02934939091542632,1,186.43161010742188,0.01285410033165505,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
181.18532362684607,182.33406032637882,180.0464693782347,180.64065551757812,53763500,0.0,0.0,174.67110900878907,173.91187845865886,175.93487740269038,174.47863211004022,1.4562452926501521,0.2801511235332299,68.73772277743645,173.65654678344725,182.7618023555459,164.5512912113486,18.210511144197312,-0.0026243477463803178,0.027256899913123078,0.09299560316939637,0.008748433098194473,0.01078747653395738,60605010.0,0.8871131281060757,1.26637657596494,0.25974317647369827,0.041389906428755285,1,188.1173553466797,0.011954621161734597,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
182.42552132152326,185.00369964258533,181.989212824357,184.83511352539062,66133400,0.24,0.0,176.49579315185548,174.4214060465495,177.30586243071482,175.28279526195604,2.023067168758786,0.6287806733941242,73.09241387942207,174.04254302978515,184.34144705489436,163.74363900467594,20.59780805021842,0.023219900280999184,0.05658389622351856,0.10953256913721043,0.009819121545679637,0.011446058611108551,61368440.0,1.0776451218248337,1.63090592514189,0.9440746875470539,0.0176501900299455,1,188.0974884033203,0.008750280203661765,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
184.25999143916752,184.4682199516521,182.6635072771428,183.24855041503906,43627500,0.0,0.0,177.9568298339844,174.79420318603516,178.2210925254177,175.8991197079868,2.32197281743089,0.967455116245549,68.89341599199172,174.35564880371095,185.3861675438908,163.3251300635311,22.061037480359687,-0.008583667248558857,0.032435812646077755,0.08663735881124945,0.011472953249232061,0.01140566858701747,60618090.0,0.7197108981823743,0.9848441749862695,0.3241752253196427,0.03598488081438367,1,189.8427276611328,0.005669002164269702,AAPL,Apple Inc.,3546704773120,36.210606,28.759325,0,53.935905,8.679608,3593030860800,141696008192,408624988160,190739005440,99280003072,101698002944,55372001280,4.431,14840390000,14814419318,1.109,0.44,Technology,Consumer Electronics
